strike,mid_price,iv_market,T,maturity,moneyness,underlying,snapshot_date,S0_SPX,S0_VIX,r_rate,q_div
6870.0,65.75,0.1519437430532897,0.038356164383561646,2026-04-24,1.0056577253092343,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6875.0,62.95,0.15065107920647508,0.038356164383561646,2026-04-24,1.0063896450510896,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6880.0,60.55,0.15001985569964713,0.038356164383561646,2026-04-24,1.007121564792945,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6890.0,55.3,0.14758824682775284,0.038356164383561646,2026-04-24,1.0085854042766556,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6900.0,50.15,0.1449093759018571,0.038356164383561646,2026-04-24,1.0100492437603663,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6910.0,45.8,0.14335761028143645,0.038356164383561646,2026-04-24,1.011513083244077,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6920.0,41.25,0.1409442652840236,0.038356164383561646,2026-04-24,1.0129769227277876,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6925.0,39.2,0.14001523999017942,0.038356164383561646,2026-04-24,1.013708842469643,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6930.0,37.099999999999994,0.13885867885829972,0.038356164383561646,2026-04-24,1.0144407622114984,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6940.0,33.099999999999994,0.13657745754802547,0.038356164383561646,2026-04-24,1.0159046016952091,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6950.0,29.5,0.1346369620938937,0.038356164383561646,2026-04-24,1.0173684411789197,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6960.0,26.4,0.13330865596078637,0.038356164383561646,2026-04-24,1.0188322806626304,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6970.0,23.450000000000003,0.13181762887690537,0.038356164383561646,2026-04-24,1.020296120146341,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6975.0,21.950000000000003,0.1308017959974529,0.038356164383561646,2026-04-24,1.0210280398881963,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6980.0,20.6,0.1300188076128636,0.038356164383561646,2026-04-24,1.0217599596300517,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6990.0,18.1,0.1285528525478995,0.038356164383561646,2026-04-24,1.0232237991137625,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7000.0,15.85,0.1272041293422536,0.038356164383561646,2026-04-24,1.024687638597473,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7010.0,13.85,0.12601533711334217,0.038356164383561646,2026-04-24,1.0261514780811838,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7025.0,11.25,0.12442888502404868,0.038356164383561646,2026-04-24,1.0283472373067497,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7050.0,7.85,0.12227997029829323,0.038356164383561646,2026-04-24,1.0320068360160264,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7075.0,5.5,0.121209729323403,0.038356164383561646,2026-04-24,1.035666434725303,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7100.0,3.9,0.1210860995854179,0.038356164383561646,2026-04-24,1.0393260334345797,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7125.0,2.7750000000000004,0.1214352647228554,0.038356164383561646,2026-04-24,1.0429856321438566,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7150.0,2.0999999999999996,0.1233611583789786,0.038356164383561646,2026-04-24,1.0466452308531333,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7175.0,1.575,0.12511798480869493,0.038356164383561646,2026-04-24,1.05030482956241,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7200.0,1.3,0.12873451438030023,0.038356164383561646,2026-04-24,1.0539644282716867,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7225.0,1.025,0.13134482795674277,0.038356164383561646,2026-04-24,1.0576240269809634,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7250.0,0.875,0.13532985572936312,0.038356164383561646,2026-04-24,1.06128362569024,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7300.0,0.675,0.14391660430103717,0.038356164383561646,2026-04-24,1.0686028231087934,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6850.0,82.15,0.14962696610587928,0.04657534246575343,2026-04-27,1.002730046341813,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6875.0,67.85,0.14432248777381898,0.04657534246575343,2026-04-27,1.0063896450510896,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6900.0,55.85,0.140863507456788,0.04657534246575343,2026-04-27,1.0100492437603663,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6925.0,44.3,0.13589511511548283,0.04657534246575343,2026-04-27,1.013708842469643,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6950.0,34.400000000000006,0.13142375130227024,0.04657534246575343,2026-04-27,1.0173684411789197,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6975.0,25.950000000000003,0.12705343967084598,0.04657534246575343,2026-04-27,1.0210280398881963,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7000.0,19.450000000000003,0.12405675453378616,0.04657534246575343,2026-04-27,1.024687638597473,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7025.0,14.100000000000001,0.12093183955300708,0.04657534246575343,2026-04-27,1.0283472373067497,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7050.0,10.15,0.11877837744553553,0.04657534246575343,2026-04-27,1.0320068360160264,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7100.0,5.15,0.11635917191438114,0.04657534246575343,2026-04-27,1.0393260334345797,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7200.0,1.675,0.12119878179229236,0.04657534246575343,2026-04-27,1.0539644282716867,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6850.0,86.2,0.1518125873714995,0.049315068493150684,2026-04-28,1.002730046341813,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6875.0,71.75,0.14650552387621468,0.049315068493150684,2026-04-28,1.0063896450510896,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6900.0,58.45,0.14110851870525862,0.049315068493150684,2026-04-28,1.0100492437603663,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6925.0,46.85,0.1364181932781115,0.049315068493150684,2026-04-28,1.013708842469643,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6950.0,36.8,0.13211997622527547,0.049315068493150684,2026-04-28,1.0173684411789197,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6975.0,28.0,0.12760048883523092,0.049315068493150684,2026-04-28,1.0210280398881963,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7000.0,21.2,0.12452134252703477,0.049315068493150684,2026-04-28,1.024687638597473,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7025.0,15.5,0.12119092879958121,0.049315068493150684,2026-04-28,1.0283472373067497,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7050.0,11.399999999999999,0.11931792852110305,0.049315068493150684,2026-04-28,1.0320068360160264,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7100.0,5.949999999999999,0.11678523205859524,0.049315068493150684,2026-04-28,1.0393260334345797,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7200.0,1.95,0.12062799600845547,0.049315068493150684,2026-04-28,1.0539644282716867,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6850.0,91.35,0.15576411466228554,0.052054794520547946,2026-04-29,1.002730046341813,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6875.0,76.85,0.15062041358390785,0.052054794520547946,2026-04-29,1.0063896450510896,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6900.0,63.3,0.14517455173981325,0.052054794520547946,2026-04-29,1.0100492437603663,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6925.0,51.25,0.1401869845701944,0.052054794520547946,2026-04-29,1.013708842469643,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6950.0,40.65,0.13548625746170523,0.052054794520547946,2026-04-29,1.0173684411789197,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6975.0,31.9,0.13181938324308398,0.052054794520547946,2026-04-29,1.0210280398881963,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7000.0,24.4,0.12815096721555053,0.052054794520547946,2026-04-29,1.024687638597473,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7025.0,18.5,0.12541467753899455,0.052054794520547946,2026-04-29,1.0283472373067497,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7050.0,13.7,0.12279070015151321,0.052054794520547946,2026-04-29,1.0320068360160264,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7100.0,7.449999999999999,0.11992272929508772,0.052054794520547946,2026-04-29,1.0393260334345797,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7200.0,2.375,0.12128907485418618,0.052054794520547946,2026-04-29,1.0539644282716867,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7400.0,0.65,0.1444570377850147,0.052054794520547946,2026-04-29,1.0832412179459001,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6835.0,105.75,0.16268469369964092,0.0547945205479452,2026-04-30,1.000534287116247,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6840.0,102.95,0.16216672163981308,0.0547945205479452,2026-04-30,1.0012662068581022,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6845.0,99.15,0.16002010980855155,0.0547945205479452,2026-04-30,1.0019981265999576,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6850.0,96.7,0.15993078489003223,0.0547945205479452,2026-04-30,1.002730046341813,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6855.0,93.65,0.1588383562857402,0.0547945205479452,2026-04-30,1.0034619660836683,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6860.0,90.55,0.15760413269582124,0.0547945205479452,2026-04-30,1.0041938858255237,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6865.0,87.85,0.15693511022295598,0.0547945205479452,2026-04-30,1.0049258055673789,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6870.0,85.0,0.15596527148452782,0.0547945205479452,2026-04-30,1.0056577253092343,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6875.0,81.95,0.1546128716612444,0.0547945205479452,2026-04-30,1.0063896450510896,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6880.0,78.45,0.1524769197168035,0.0547945205479452,2026-04-30,1.007121564792945,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6885.0,75.8,0.15161688919722868,0.0547945205479452,2026-04-30,1.0078534845348004,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6890.0,73.9,0.15188527324922985,0.0547945205479452,2026-04-30,1.0085854042766556,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6895.0,71.35,0.15104934117733154,0.0547945205479452,2026-04-30,1.009317324018511,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6900.0,68.2,0.14917460340323432,0.0547945205479452,2026-04-30,1.0100492437603663,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6905.0,65.4,0.14778302518094882,0.0547945205479452,2026-04-30,1.0107811635022217,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6910.0,63.7,0.1481056449895207,0.0547945205479452,2026-04-30,1.011513083244077,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6915.0,61.05,0.14680721145747136,0.0547945205479452,2026-04-30,1.0122450029859325,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6920.0,58.55,0.14567368819085222,0.0547945205479452,2026-04-30,1.0129769227277876,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6925.0,56.5,0.14520810299298245,0.0547945205479452,2026-04-30,1.013708842469643,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6930.0,54.05,0.14399637011078667,0.0547945205479452,2026-04-30,1.0144407622114984,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6935.0,51.900000000000006,0.14320644363019114,0.0547945205479452,2026-04-30,1.0151726819533538,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6940.0,49.65,0.14216399066150023,0.0547945205479452,2026-04-30,1.0159046016952091,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6945.0,47.599999999999994,0.14137976840356667,0.0547945205479452,2026-04-30,1.0166365214370643,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6950.0,45.75,0.14086237261108833,0.0547945205479452,2026-04-30,1.0173684411789197,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6955.0,43.8,0.14008855861032662,0.0547945205479452,2026-04-30,1.018100360920775,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6960.0,41.599999999999994,0.13877891604134499,0.0547945205479452,2026-04-30,1.0188322806626304,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6965.0,39.900000000000006,0.13827796374994794,0.0547945205479452,2026-04-30,1.0195642004044858,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6970.0,38.0,0.1373258134425185,0.0547945205479452,2026-04-30,1.020296120146341,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6975.0,36.2,0.13646447952971344,0.0547945205479452,2026-04-30,1.0210280398881963,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6980.0,34.599999999999994,0.13588946384894843,0.0547945205479452,2026-04-30,1.0217599596300517,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6985.0,33.05,0.1353238631725809,0.0547945205479452,2026-04-30,1.022491879371907,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6990.0,31.3,0.13427534859006046,0.0547945205479452,2026-04-30,1.0232237991137625,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
6995.0,30.0,0.1340239992580388,0.0547945205479452,2026-04-30,1.0239557188556176,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7000.0,28.35,0.13297701837961134,0.0547945205479452,2026-04-30,1.024687638597473,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7005.0,26.9,0.13223666391952407,0.0547945205479452,2026-04-30,1.0254195583393284,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7010.0,25.6,0.13171589459494418,0.0547945205479452,2026-04-30,1.0261514780811838,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7015.0,24.3,0.1311023333885357,0.0547945205479452,2026-04-30,1.0268833978230392,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7020.0,23.15,0.13072555921161935,0.0547945205479452,2026-04-30,1.0276153175648945,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7025.0,21.75,0.12968974321181456,0.0547945205479452,2026-04-30,1.0283472373067497,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7030.0,20.6,0.1291174544718497,0.0547945205479452,2026-04-30,1.029079157048605,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7035.0,19.549999999999997,0.12868525761225932,0.0547945205479452,2026-04-30,1.0298110767904605,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7040.0,18.5,0.12815868509428438,0.0547945205479452,2026-04-30,1.0305429965323158,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7045.0,17.6,0.12791122683242775,0.0547945205479452,2026-04-30,1.0312749162741712,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7050.0,16.75,0.12770741283886367,0.0547945205479452,2026-04-30,1.0320068360160264,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7055.0,15.8,0.127153394942201,0.0547945205479452,2026-04-30,1.0327387557578818,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7060.0,14.85,0.12649440577592752,0.0547945205479452,2026-04-30,1.0334706754997371,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7065.0,14.05,0.1261470806161947,0.0547945205479452,2026-04-30,1.0342025952415925,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7070.0,13.25,0.12570523085361163,0.0547945205479452,2026-04-30,1.034934514983448,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7075.0,12.45,0.12516202257106004,0.0547945205479452,2026-04-30,1.035666434725303,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7080.0,11.8,0.12497604756307279,0.0547945205479452,2026-04-30,1.0363983544671584,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7085.0,11.100000000000001,0.124543469520876,0.0547945205479452,2026-04-30,1.0371302742090138,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7090.0,10.5,0.12433885688757622,0.0547945205479452,2026-04-30,1.0378621939508692,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7095.0,9.8,0.12370235944885384,0.0547945205479452,2026-04-30,1.0385941136927246,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7100.0,9.4,0.12401211530972588,0.0547945205479452,2026-04-30,1.0393260334345797,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
7105.0,8.8,0.12353450720128832,0.0547945205479452,2026-04-30,1.0400579531764351,SPX,2026-04-09,6831.35009765625,19.75,0.03584999799728394,0.015
